195787870,"中国美术馆全馆开展。
以“美在致广”为题汇集了千件中国美术馆馆藏、特邀创作以及从全国范围内征集的小幅美术作品
涵盖中国画、油画、版画、雕塑、水彩、工艺美术等
展期至2023年3月26日。",/Date(1677425696000+0800)/,4
195787870,"中国美术馆全馆在展
展期至2023年3月26日
“美在致广”全国小幅美术精品展正在进行中
以“美在致广”为题
汇集了千件中国美术馆馆藏、特邀创作以及从全国范围内征集的小幅美术作品
涵盖中国画、油画、版画、雕塑、水彩、工艺美术等美术种类
办展理念“倡导小中见大、小中见情、小中见趣味、小中见格局的精品意识，尽精微、致广大。",/Date(1677035205000+0800)/,3
195787870,"展览生动地展现了党的十八大以来，
重大的成就、事件、活动、人物等
热情讴歌百年来党带领人民走过的辉煌历程、取得的伟大成就。
-
个人比较感兴趣的油画作品有：
《塔吉克新娘》《美丽新疆》《天梯》《耄臺老人》《母亲》《远航_中国自由贸易区》 《乐园2020》等


🏛｜名称｜中国美术馆
📬｜地址｜北京市东城区五四大街1号
⌚️｜时间｜9:00-17:00（16:00停止入馆）周一闭馆（法定节假日除外）
🎫｜门票｜免费
🚇｜交通｜
▪️地铁8号线中国美术馆站下A口出
▪️地铁5、6号线东四地铁站下，西行500米可达
▪️103、111、104、等多路可达
📣【注意事项】
▪️安检可以带水和食物，可以在大厅的休息区吃东西，但展厅里不可以
▪️需网上实名预约，每人只能预约一张票
预约成功后，凭身份证和72小时绿码进入
▪️院内有书店、文创店和咖啡店
咖啡店在主楼最东边。可以从主楼外侧进入。周末时人较多，午后基本没有空位",/Date(1665723893000+0800)/,8
49489533,中国美术馆现在的画作就是不如国画山水画,/Date(1676808666000+0800)/,0
20702384,中国美术馆，位于北京市东城区五四大街1号，是中国唯一的国家造型艺术博物馆。中国美术馆始建于1958年，1963年由毛泽东主席题写“中国美术馆”馆额并正式开放，主楼建筑面积18000多平方米。自2011年开始免费对公众开放。开放时间：周二到周日,/Date(1662245447000+0800)/,1
260398732,非常具有古典气质的一座建筑，但又永不过时。,/Date(1679209207000+0800)/,0
191743376,位于北京市东城区五四大街1号，是中国唯一的国家造型艺术博物馆。中国美术馆始建于1958年，中国美术馆主楼1至6层楼共有21个展览厅，展览总面积6660平方米；另有有3000平方米的展示雕塑园和4100平方米的现代化藏品库。中国美术馆收藏各类美术作品11万余件，覆盖古代到当代的中国艺术名家代表作品，兼有外国艺术作品和丰富的中国民间美术作品。,/Date(1662723369000+0800)/,0
260398732,非常经典的画展带给我们无与伦比的感受。,/Date(1678441725000+0800)/,0
260398732,国家重点美术馆，还是博士后工作站。,/Date(1677474380000+0800)/,0
260398732,每一场展览都值得期待，都令人回味。,/Date(1675039263000+0800)/,0
260398732,非常有特色的一个展览，黄河壶口。,/Date(1679805647000+0800)/,0
173515375,真的好棒，我去过的最不后悔的博物馆，太喜欢里面的展品了,/Date(1662623540000+0800)/,0
260398732,除了看展，美术馆本身也是一座展品。,/Date(1671978789000+0800)/,1
115407039,对外公布的东西并不多，好东西都藏起来了，看了个寂寞,/Date(1677350969000+0800)/,0
1467570,小时候总把这里记成天安门，家就在这附近的胡同，现在也经常来这里转转,/Date(1671255899000+0800)/,1
784276,非常有特色值得细细品味，经常有不同的各种各样的不同国家的展览,/Date(1670573788000+0800)/,0
370520824,去中国美术馆有多条线路公交车和地铁直达。,/Date(1671011456000+0800)/,0
41563780,位于北京东城区五四大街的中国美术馆是一个非常具有艺术气息的地方，它是一座以收藏、研究、展示中国近现代艺术家作品为重点的国家造型艺术博物馆。1963年6月，毛泽东主席题写“中国美术馆”的馆额，明确了中国美术馆的国家美术馆地位。作为人类精神文明的视觉艺术高地，美术馆被赋予了许多符号和象征，它给人以崇高感，仪式感；它象征着人类赋予自身的更深刻的意义。,/Date(1646187622000+0800)/,1
227311995,对美术馆情有独钟，这里是培养美学修养。放松心灵的好地方。,/Date(1663129561000+0800)/,0
104612782,北京五四大街，东四附近，很不错,/Date(1663939617000+0800)/,1
1514505,中国美术馆，摆脱喧嚣，闹中取静的好地方。炎炎夏日，显然室外活动的地方已经不适合，逛展的确是不错的选择。国字头的美术馆自然出品不成问题，但是里面的玻璃房咖啡馆还是意外的惊喜，逛累了歇歇脚，喝一杯咖啡☕️简直太美了！,/Date(1657367662000+0800)/,0
6452029,中国美术馆位于北京市东城区，目前正在展出“典藏活化”系列展-《斯文传古风》，遴选了邓拓先生捐赠的70余件套精品，展示中国古代绘画的文化价值与恒久魅力。其中最受瞩目的便是苏轼的《潇湘竹石图》了，这也是苏轼仅存世的三幅（也有人说是两幅）画作中，唯一藏于中国大陆的画。据说如果拍卖的话，起拍价会超过4亿元甚至更高。画作不大，却有26位各代名家的题跋。米芾评此画说“子瞻作枯木，枝干虬屈无端，石皴硬。亦怪怪奇奇无端，如其胸中盘郁也。”不过也有一些学者怀疑此画的真伪。另外还有宋元明清的名家画作共70余件套，包括文徵明、郑板桥、仇英、董其昌、沈周、朱耷、王翬等。我比较喜欢査士标的《拟米元晖云山烟树 卷》。,/Date(1656764074000+0800)/,0
3130607,美术馆现有三个展览，一层为“凝碧积锦”-郑百重中国画展，三层为“黑白的力量”-德国艺术家凯绥.珂勒惠支经典作品展，五层为“人民的形象”，展出了20世纪的一些名作。正好遇到“文史翰墨”-第二届中华诗书画展开幕，11.2下午正式开始展出。,/Date(1446373344000+0800)/,16
53277194,非常喜欢这个地方的感觉真的是很好看的,/Date(1666149352000+0800)/,0
370520824,去中国美术馆有多条线路公交车直达。,/Date(1668064368000+0800)/,0
716975,需要静一静的时候就会去美术馆里,/Date(1666052485000+0800)/,0
450749,中国美术馆在北京东城区的沙滩和东四之间的五四大街，美术馆始建于1958年，1963年正式对外开放。中国美术馆是国家美术展览的最高殿堂，去年战胜新冠疫情后这里举办了艺术作品展览，讴歌一线白衣天使。,/Date(1622898328000+0800)/,5
13722867,美术馆座落在东城区五四大街1号，离北大红楼，王府井大街都很近。展厅很多，现在展出的内容也很丰富，有油画，简笔画，明清人物肖像画，书法，漆画等，非常喜欢漆画展，非常漂亮，有空可以去看看。,/Date(1640618548000+0800)/,3
34541317,"什么时候觉得自己如此贫瘠 可能就是面对着一张你觉得非常好的艺术品 却哑口无言 无从开口说起它的好
周三的时候 特意又去了一次中国美术馆 任伯年先生的画展已经撤走 好在李可染先生的艺术还可再品 强烈推荐那幅巫峡帆影 震撼二字为其量身定做",/Date(1631950224000+0800)/,2
113526002,"中国美术馆位于北京市东城区五四大街，有专门在这里设立的地铁站，是地铁8号线的一个站。中国美术馆开放时间是早上9点到晚上17点，16点后停止入馆。周一闭馆进行维护工作。所有展览向公众免费开放，需要用身份证，护照等证件进行登记。
中国美术馆展出了中外古现代的绘画，雕刻等艺术作品。有专门为了解非洲文化的非洲雕刻作品展。有专门为展现改革开放40周年的改革开放画展。绘画作品有的大气磅礴，有的小家碧玉，让人沉浸在艺术的海洋中，获得不一样的享受。",/Date(1551962824000+0800)/,12
