,uid,comment,date,like,sorce,#服务方面#cnt,#导游方面#cnt,#人流方面#cnt,#景色方面#cnt,#价格方面#cnt,#饮食方面#cnt,#娱乐方面#cnt,#儿童方面#cnt,#设施方面#cnt
0,93268664.0,遛娃好地方，适合拍照出片，但是周末旅行团也多，有时间的话可以错峰出行，整体五星好评,/Date(1678609548000+0800)/,0,3.747,0,0,0,0,0,0,0,0,0
1,47888586.0,传说一：腊八节是农历腊月（十二月）初八，起源于元末明初，据说当年朱元璋落难在牢监里受苦时，当时正值寒天，又冷又饿的朱元璋竟然从监牢的老鼠洞刨找出一些红豆、大米、红枣等七八种五谷杂粮。朱元璋便把这些东西熬成了粥，因那天正是腊月初八，朱元璋便美名其曰这锅杂粮粥为腊八粥。美美的享受了一顿。后来朱元璋平定天下，坐北朝南做了皇帝，为了纪念在监牢中那个特殊的日子，他于是把这一天定为腊八节，把自己那天吃的杂粮粥正式命名为腊八粥。,/Date(1677801487000+0800)/,0,3.937,0,0,0,0,0,0,0,0,0
2,275521290.0,很有民俗气息。文化浓郁,/Date(1680491727000+0800)/,0,4.145,0,0,0,0,0,0,0,0,0
3,36595844.0,"北京中华民族博物院始建于1992年，北园于1994年6月建成开放，南园于2001年9月建成开放。园内的主体建筑是中国五十六个民族的56座博物馆，拥有传统民
族建筑430余间，综合主展厅一座。馆藏文物十万件。目前只有北园开放，人很少，适合逛逛拍照。",/Date(1673002560000+0800)/,1,4.286,0,0,0,0,0,0,0,0,2
4,48339110.0,北园是老园了，小时候就去过，在我心里一直都是很美很好玩的公园，长大了再去的时候依然觉得很棒，每个民族都特别有特色，非常喜欢的公园，推荐了很多朋友去了，有时间还会再去的,/Date(1676689670000+0800)/,0,4.286,0,0,0,2,0,0,1,0,0
5,9283963.0,中华民族园汇集了56个民族精华的浓缩景观，可以一眼饱览各地风情，景区很大，漫步其中，感受到浓浓的地域特色。景区分南北两个园区，我们此次去的北园，有机会再去南园逛逛。,/Date(1667283943000+0800)/,1,4.281,0,0,0,0,0,0,0,0,0
6,269232025.0,当时去的时候园子里各种花开得很盛，风景很美，很有少数民族特色～,/Date(1679575386000+0800)/,0,4.274,0,0,0,1,0,0,0,0,0
7,367452835.0,人不多，交通方便，停车也可以吧。一般旅游团比较多啊,/Date(1677049133000+0800)/,0,-2.898,0,0,1,0,0,0,0,0,0
8,366096918.0,中华民族园，是集中国少数民族的传统建筑、民族风情，歌舞表演，工艺制作以及民族美食为一体的大型民族文化园地。全园占地45公顷，分南北两园，北园已建成开放，占地20公顷,/Date(1662558255000+0800)/,0,4.286,0,0,0,0,0,1,0,0,1
9,308827148.0,推荐去，可以感受博大精深的民族文化，陶冶情操，丰富内在。提升自我，欢迎大家一起去参观。有机会去北京再去，哈哈哈哈哈哈哈哈。,/Date(1675771930000+0800)/,0,4.286,0,0,0,0,0,0,0,0,0
10,118720117.0,地理位置优越，环境优美，值得游览,/Date(1674708704000+0800)/,0,4.268,0,0,0,1,0,0,0,0,0
11,370087201.0,"很愉快的一次体验，拍照地巨多。
平日去人不多，看景就可以了。
民族园性价比真的高，南园➕北园，体力不足，时间不足，还是分开逛比较好。",/Date(1664207085000+0800)/,1,4.256,0,0,1,0,0,0,0,0,0
12,3566818.0,使用非常方便，只是开放了北区，没有看到表演，有很多个民族的建筑，风俗展示，主要是带孩子体验一下,/Date(1677135583000+0800)/,0,4.283,0,0,0,0,0,0,0,0,1
