,uid,comment,date,like,sorce,#服务方面#cnt,#导游方面#cnt,#人流方面#cnt,#景色方面#cnt,#价格方面#cnt,#饮食方面#cnt,#娱乐方面#cnt,#儿童方面#cnt,#设施方面#cnt
0,105053187.0,黄朝滨老师讲得超级好，很多隐藏知识点。太赞了👍受益非浅～,/Date(1677918456000+0800)/,0,4.266,0,0,0,0,0,0,0,0,0
1,21713182.0,老师非常认真，讲解很细致，本来不大的国子监通过讲解变得非常丰富，大年初四天气非常冷，老师辛苦了,/Date(1674642086000+0800)/,0,4.284,0,2,0,0,0,0,0,0,0
2,2361893.0,导游讲解非常有趣，还会结合客人的地域进行针对性互动，水平很高，知识渊博，小小的景点讲出来很多内容，两个小时多很快就过去了，很赞。,/Date(1677539882000+0800)/,0,4.286,0,2,0,0,0,0,1,0,0
3,65498569.0,中国古代传统文化传承教授的场所,/Date(1677822425000+0800)/,0,4.276,0,0,0,0,0,0,0,0,0
4,19383342.0,黄老师讲解的非常全面和细致，而且对历史了解得也很深，讲解时声情并茂，在哪里都吸引了旁边的游客顿足倾听，很棒！,/Date(1674653118000+0800)/,0,4.286,0,2,0,0,0,0,0,0,0
5,270760738.0,老师讲解的很好，人不是很多,/Date(1675501469000+0800)/,0,4.25,0,1,0,0,0,0,0,0,0
6,41833924.0,郭老师的讲解特别到位，我们一行四人简直就是vip团，讲解的特别到位，对于孔子的生平、历朝历代的历史都介绍的特别到位，还给我们详细讲解了牌匾的出处，十分精彩,/Date(1661831129000+0800)/,1,4.286,0,3,0,0,0,0,0,0,0
7,289299339.0,打卡北京孔庙国子监，感受儒家文化,/Date(1665051116000+0800)/,0,1.431,0,0,0,0,0,0,0,0,0
8,53988917.0,黄老师讲解很有趣，两个多小时的讲解，孩子收获满满，推荐,/Date(1675585471000+0800)/,0,4.286,0,2,0,0,0,0,1,0,0
9,41222425.0,来孔子庙看到了很多好玩的文物，知道了好多历史人物,/Date(1662955047000+0800)/,0,4.245,0,0,0,0,0,0,1,0,0
10,234519255.0,推荐今天的导游讲解，非常敬业，耐心细致，讲解生动，必须好评👍👍👍,/Date(1676472476000+0800)/,0,4.284,0,3,0,0,0,0,0,0,0
11,1589463.0,每周三前200名游客持身份证免费参观，由于疫情影响，参观前需要通过微信公众号预约，到孔庙和工作人员说参加星期三免费参观，会填一个纸质册子，之后就可以进去啦。明天上午、下午各有一场免费讲解，下午是2点开始，志愿者会带着大家一路走一路讲，从孔庙一直讲到国子监，大概下午3点半结束，非常值得听。,/Date(1619952560000+0800)/,11,-9.536,1,1,0,0,0,0,0,0,0
