,uid,comment,date,like,sorce,#服务方面#cnt,#导游方面#cnt,#人流方面#cnt,#景色方面#cnt,#价格方面#cnt,#饮食方面#cnt,#娱乐方面#cnt,#儿童方面#cnt,#设施方面#cnt
0,965801.0,非常豪横的博物馆，水晶和化石直接可以触摸，给了孩子不一样的体验，可以带个本子盖章。点赞。离地铁站非常近，附近还有白塔寺、广济寺、历代帝王墓，万松老人塔等景点，安排一天游完，非常完美。,/Date(1678748655000+0800)/,0,4.286,0,0,0,0,0,0,0,0,0
1,300806463.0,第一次打卡地质博物馆，本来以为会枯燥无味，进来之后发现真是别有洞天，娃乐此不疲地各种盖章，津津有味地看史前动物；我被宝石馆的珊瑚、钻石、水晶深深吸引。总之是个值得一去的博物馆，只是感觉娃9岁以上应该会更好一些。,/Date(1674905299000+0800)/,1,4.286,0,0,0,0,0,0,0,0,0
2,375758480.0,能够学到很多知识，部分内容在高中也有涉及到，不过这里面更全面一些。水晶钻石也是极美的，动物化石也好看，比较建议家长带着孩子一起过来增长知识储备。,/Date(1680060899000+0800)/,0,4.286,0,0,0,1,0,0,0,0,0
3,109229726.0,"博物馆的四层，有“珊瑚”展，展品惊艳。可惜展品有点少。
我国的地质调查研究起步开始，有百余年历史，取得了不少的成绩。
民国时期的早期创始人及发展史，过去了解的不多，有机会还会再去参观……",/Date(1675925268000+0800)/,0,4.286,0,0,0,0,0,0,0,0,0
4,343162599.0,最近临时展厅是关于珊瑚礁的科普。展品很丰富，除了租借讲解器之外也没有消费项目，非常值得一来。一楼服务台左手边有印章，可以拿个拓页拓下来。,/Date(1675231448000+0800)/,0,3.737,1,1,0,0,0,0,0,0,1
5,45941612.0,"这是原国家地质部的专业博物馆，现在国土资源部大楼东侧，地铁四号线西四站出来便是，交通极其方便。

博物馆从地球物理专业角度，把地质矿石等讲解得非常透彻，展藏丰富美丽。不仅成年人喜欢，也非常值得带孩子来参观学习。",/Date(1680708257000+0800)/,2,4.286,0,1,0,0,0,0,0,0,0
6,36582066.0,算是比较小众博物馆，参观能学习到很多平常没有接触的地理知识，挺好。也适合带小朋友进行学习。平常工作日人不多，当然，里面的宝石那是很吸引人的。,/Date(1679628940000+0800)/,1,4.286,0,0,1,0,0,0,0,0,0
7,736935.0,使用方便 还有章盖 提供饮用水，馆里人不多，显得很宽敞，尤其楼顶，有恐龙园，楼下还有各种各样的宝石。缺乏与小朋友互动的项目，建议改进。,/Date(1680752640000+0800)/,0,4.283,0,0,1,0,0,0,0,0,1
8,338750132.0,很不错，一楼二楼三楼都有很多的特色，珊瑚真的很震撼，还有大的牦牛雕塑，东北虎的录像,/Date(1676998450000+0800)/,0,3.846,0,0,0,0,0,0,0,0,0
9,325770878.0,交通方便，四号线西四站D口出来左手边就是！工作日去的，人特别少，工作人员热情礼貌，是去打卡盖章的，章就在服务台，礼貌询问即可👍🏻珊瑚礁临展展厅布置的不错呢，喜欢珊瑚的值得一看！进去之后，可坐直梯到四层，然后走楼梯往下一层一层的参观,/Date(1672894194000+0800)/,0,4.035,2,0,0,0,0,0,0,0,0
10,39965135.0,这趟行程非常的满意，物美价廉，服务到位，行程中包含车站车接车送，大人小孩都非常满意，没有隐形消费，没有购物店，导游服务态度热情，去景点的路上还有特产试吃，还有购物避坑指南讲解。酒店也很好，干净，而且离所有的热门景点交通都很方便，自己去公交也就15分钟左右。大人孩子都很满意,/Date(1672651728000+0800)/,0,4.286,3,2,0,0,0,0,0,1,0
11,306431168.0,中国地质博物馆位于北京市西四羊肉胡同15号，是亚洲历史悠久，藏品丰富，规模最大的综合性地学博物馆之一。地博的展览具有专业性，趣味性，科普性的特点。这次主要参观了地博的新展览《畅游珊瑚礁的世界》，此次展览对珊瑚礁知识的科普，对珊瑚礁的生态功能，对珊瑚礁的保护进行了详细的介绍。是参观者对珊瑚礁的重要性有了更进一步的认识。很是有意思。,/Date(1672459512000+0800)/,0,4.286,0,0,0,0,0,0,1,0,3
12,411103516.0,特别有趣的一次博物馆之旅，一层是地球的知识，二层就是各种闪闪的宝石岩石，这层是孩子们最最最喜欢的。还有门口各种原石，孩子们学习到了很多地质知识！还得再来一次更加深入地游览,/Date(1675852941000+0800)/,0,4.286,0,0,0,0,0,0,1,0,0
13,390661933.0,国家级的博物馆珍藏的东西就是多，遇上了讲解的很棒的保安叔叔，小孩子听得津津有味的，特别是讲动物的进化过程，听了一遍还想再听第二遍,/Date(1674628319000+0800)/,0,4.286,0,1,0,0,0,0,0,1,0
14,319659695.0,博物馆挺好的，孩子也长了很多知识。只不过优惠期间门票15，携程还是卖30，被坑了,/Date(1679730314000+0800)/,0,4.164,0,0,0,0,2,0,0,0,0
15,13861240.0,有水晶岩石、恐龙等远古化石、还有展览，挺好的，要是仔细读一读需要4-5个小时，一层还有盖章的地方，很多小朋友在盖章。对学习地理知识有帮助。,/Date(1676101713000+0800)/,0,4.286,0,0,0,0,0,0,0,0,1
16,82612780.0,特别好。疫情期间没地方去，找个地方遛遛娃，特别好，人不是很多，地方不是特别大，很值得带孩子去溜达溜达。对面还有个白塔寺，都可以去看看。,/Date(1676041849000+0800)/,0,3.603,0,0,0,0,0,0,0,0,0
17,28402594.0,"是个好博物馆，就是和其他国家级博物馆比起来有点配不上“中国”的称号，可能经费不足显得有些破败，很多设施已经无法互动了，如果它叫“北京地质博物馆”我觉得还算合适。
但博物馆本身的教育意义是无法否认的，矿物宝石、史前生物都很有意思，所以除了环境都给满分。",/Date(1677685179000+0800)/,0,4.286,0,0,0,1,0,0,0,0,1
18,2267432.0,"好久没去地质博物馆看各种石头了。带着儿子一起去了解神秘的地学空间。
地质博物馆成人票15元，儿童老人免费 ，十分推荐花38元租个AR讲解器，乐趣多多～
地质博物馆里的保安热情又有趣，有几位保安先生，不仅维持秩序，还很愿意给孩子们讲解。",/Date(1675610027000+0800)/,0,4.286,0,2,0,0,0,0,1,2,0
19,1308120.0,有好多矿石和化石，非常好看，值得一游。,/Date(1675263986000+0800)/,0,3.78,0,0,0,1,0,0,0,0,0
20,397113.0,中国地质博物馆位于北京西四附近。展示了奇妙的地质、矿物类型。是学习、了解地质变化、我国地质资源的好地方。,/Date(1674521723000+0800)/,0,4.286,0,0,0,0,0,0,0,0,0
21,110518102.0,来了两三次了，场馆虽然不大，但是互动性很好，遇到儿童英文讲解团，还英文答题，好卷。,/Date(1670758564000+0800)/,1,4.128,0,1,0,0,0,0,0,1,0
22,50276583.0,中国地质博物馆非常适合带孩子参观，尤其是喜欢地理的孩子。可以再心里种下一颗种子。,/Date(1675325686000+0800)/,1,4.286,0,0,0,0,0,0,0,0,0
23,24862153.0,展览实物标本与图片文字介绍相结合，还有互动体验，集知识性、趣味性和观赏性为一体，深受孩子们的喜欢。常设展厅有地球厅、矿石厅、宝石厅、远古生物厅。地球厅展示有各种地质、岩石，地球结构、地壳运动、各种自然现象，地震、火山等灾难的产生、地下水等等知识，看看很有收获，适合各年龄人群。,/Date(1661489375000+0800)/,1,4.286,0,0,0,0,0,0,1,0,1
24,110980249.0,体验感不错。孩子了解到许多以前没搞明白的地理知识,/Date(1677751371000+0800)/,0,4.216,0,0,0,0,0,0,0,0,0
25,24493527.0,主要看点是楼上的恐龙化石。其他都挺无聊的，哈哈。小孩免费，住在附近的酒店，就去玩了一下。,/Date(1673960094000+0800)/,0,4.156,0,0,0,0,0,0,0,1,0
26,237727446.0,有很多的宝石，真长知识！孩子特别喜欢这个博物馆，已经来了两次了，他说还想来。回家给他买了一本认识宝石的图书，他看得很起劲，过段时间再带孩子来参观。,/Date(1675088351000+0800)/,1,4.286,0,0,0,0,0,0,0,0,0
27,279052688.0,内容丰富精彩，孩子喜欢。就是不好停车。,/Date(1675333681000+0800)/,0,0.207,0,0,0,0,0,0,0,0,0
28,439291930.0,存包柜有点少，其他都很好！鲨鱼模型附近有个有个深藏不露的保安大叔，讲得非常好,/Date(1679455029000+0800)/,0,4.265,0,0,0,0,0,0,0,0,0
29,275696470.0,去看好看的石头了！💋,/Date(1677108575000+0800)/,0,1.21,0,0,0,1,0,0,0,0,0
30,486429631.0,"来到期待已久的地质博物馆，西四站D口出，右转抬头就可以看到。
在一楼就可以租借语音讲解器，38，耳机，10。
是一个给大脑填充科学知识的好地方。",/Date(1676787145000+0800)/,0,4.271,0,1,0,0,0,0,0,0,0
31,237727446.0,第二次带孩子来这个博物馆了，我想应该还会再有第三次。就因为这个博物馆让小孩深深地喜欢上了各种矿石，还跟我说以后想考地质大学，天天玩矿石。,/Date(1675131292000+0800)/,0,4.286,0,0,0,0,0,0,1,1,0
32,391198121.0,喜欢自然科学的孩子值得一去，惊喜的是，停车免费。,/Date(1674470683000+0800)/,0,4.277,0,0,0,0,0,0,0,0,0
33,173212353.0,非常长知识的一次参观，无论对孩子还是大人来说！宝石馆参观的人最多，馆藏安排也比较吸引人，再有讲解就会更加印象深刻，值得经常去！,/Date(1676589138000+0800)/,0,4.286,0,1,0,0,0,0,0,0,0
34,2066403.0,不去不知道，原来我们的地球地质这么复杂。震撼。,/Date(1674981004000+0800)/,0,4.162,0,0,0,0,0,0,0,0,0
35,78443980.0,带着小朋友去看看很好，里面有很多矿石宝贝。,/Date(1675558448000+0800)/,0,4.014,0,0,0,0,0,0,0,0,0
36,201373462.0,挺好的，带孩子去参观，孩子有点小对这种博物馆还不是特别感兴趣，这不好停车是真的，饶了两圈没地儿停车，停在西边一个小院里了，人家是吃饭的地方，跟人家说一会回来吃饭，然后参观完带孩子回来去吃了饭，铁板自助，倒是挺好的，孩子免费！,/Date(1665908233000+0800)/,0,4.276,0,0,0,0,0,2,0,0,0
37,501785.0,带小孩去参观，挺有意思的。展览考虑到了寓教于乐，展品丰富详实就是停车麻烦一点，车位很紧张。坐地铁和乘公交倒是很方便，有时间还会再去的。,/Date(1662212017000+0800)/,1,4.275,0,0,0,0,0,0,0,1,1
38,40886370.0,交通便利，馆藏丰富，寓教于乐。,/Date(1675942801000+0800)/,0,3.61,0,0,0,0,0,0,0,0,0
39,94412608.0,带孩子去转转，收获还是不小的。,/Date(1675231464000+0800)/,0,3.118,0,0,0,0,0,0,0,0,0
40,2991166.0,超级宝藏博物馆，能看到金子钻石各种奇奇怪怪的漂亮的石头。共四层，很有内容，值得去学习。,/Date(1669896772000+0800)/,3,4.236,0,0,0,0,0,0,0,0,0
41,84636954.0,怀揣报国梦想，致敬先辈科学家，努力学习科学知识，了解国家概况。踏踏实实工作， 不断探索新的科学技术和发现，为中华振兴谱写篇章。,/Date(1668078963000+0800)/,1,4.286,0,0,0,0,0,0,0,0,0
42,379433088.0,地质博物馆不是特别大，但是对岩石的介绍还算全面，可以去一次。,/Date(1675260215000+0800)/,0,4.214,0,0,0,0,0,0,0,0,0
43,462603667.0,值得一看，两到三小时可以游览完,/Date(1673858133000+0800)/,1,1.536,0,0,0,0,0,0,0,0,0
44,16007897.0,因为人太多，环境嘈杂，租了个讲解器但是听不清楚。,/Date(1676704569000+0800)/,0,-5.302,0,1,1,1,0,0,0,0,0
45,816753.0,带孩子去的好去处，不免票但票价也不贵！各种宝石琳琅满目，增长见识！,/Date(1671671897000+0800)/,1,4.209,0,0,0,0,0,0,0,0,0
46,43739974.0,就在家门口的博物馆，非常近，以后可以常来。遛娃不错的选择。外面的花园也很不错,/Date(1679582311000+0800)/,0,4.283,0,0,0,0,0,0,0,0,0
47,149705796.0,"中国地质博物馆其实不大，只有四层。

但真心还不错哦， 遍览天下宝石💎，学习地质知识，很棒哦。

特别是一位热心的保安叔叔讲解得特别细致，大赞👍

宝贝儿很喜欢   涨知识  很有趣  棒棒哒

人比较多，记得做好防护。",/Date(1664896281000+0800)/,0,4.286,0,1,0,0,0,0,1,0,0
48,10386177.0,去各种博物馆，带上家人孩子是不错的选择，冬季太冷，室内正好。,/Date(1676654692000+0800)/,0,4.228,0,0,0,0,0,0,0,0,0
49,201142519.0,地铁出行便捷 场馆不大 边看边学习 带孩子刚刚好 提前预约就可以呦,/Date(1675234929000+0800)/,0,4.232,0,0,0,0,0,0,0,0,0
50,4999993.0,涨知识的好地方！亲子学习的好方法！,/Date(1673285244000+0800)/,3,4.254,0,0,0,0,0,0,0,0,0
51,577958.0,对国内国外的地质情况，有了进一步了解，值得参观。,/Date(1676736594000+0800)/,0,3.773,0,0,0,0,0,0,0,0,0
52,149218945.0,很丰富，周末去的有很多小神兽，但并不影响看的心情,/Date(1674539664000+0800)/,0,-1.256,0,0,0,0,0,0,0,0,0
53,237429033.0,第二次来，有专业讲解比较高，自己看有很多都不懂,/Date(1675482390000+0800)/,0,3.781,0,1,0,0,0,0,0,0,0
54,215515522.0,这个博物馆比较小，孩子觉得挺好玩，里面有很多宝石，如果住的近有时间可以过来看看，时间紧的话，不必过来。有一个小时足够逛完了。,/Date(1676650751000+0800)/,0,4.283,0,0,0,0,0,0,1,0,0
55,623350.0,非常不错的，安静人少，交通便利，展品丰富,/Date(1675416299000+0800)/,0,4.162,0,0,0,0,0,0,0,0,0
56,1795523.0,挺好的博物馆，但是没人，应该孩子们的地理课都搬到博物馆里面上，充分发挥博物馆的作用，国家投入这么多，不充分利用太可惜了。,/Date(1671876138000+0800)/,0,4.286,0,0,0,0,0,0,0,0,0
57,316759148.0,有时间一定带孩子去看看，一共四层吧，每一层都有不同的矿物质，可以让孩子学习到很多知识，可以正面的接触和了解很多有关地质，矿物质方面的文化，,/Date(1665723384000+0800)/,1,4.153,0,0,0,0,0,0,0,0,0
58,91248634.0,内容丰富多彩，是学习地理地质的好地方,/Date(1678363861000+0800)/,0,4.111,0,0,0,0,0,0,0,0,0
59,174000748.0,东西特别好，就是博物馆设施稍显老旧,/Date(1680624782000+0800)/,0,4.02,0,0,0,0,0,0,0,0,1
60,16658097.0,感觉没有湖南的地质博物馆大，还要门票。有点点不值啊。里面还没有文创东西卖。,/Date(1663076705000+0800)/,0,3.818,0,0,0,0,1,0,0,0,0
61,17123161.0,挺好的，不错，孩子学习了很多知识,/Date(1675501553000+0800)/,0,4.282,0,0,0,0,0,0,0,0,0
62,61271843.0,亲子游的好去处，就是略显老旧。,/Date(1674550254000+0800)/,0,2.423,0,0,0,0,0,0,0,0,0
63,53978951.0,还可以，就在地铁西四站边上。,/Date(1674829730000+0800)/,0,1.581,0,0,0,0,0,0,0,0,0
64,15398399.0,很不错的地方，适合带孩子来,/Date(1678363205000+0800)/,0,4.011,0,0,0,0,0,0,0,0,0
65,416854796.0,非常值得去看看，展品很珍稀,/Date(1675983825000+0800)/,0,1.614,0,0,0,0,0,0,0,0,0
66,405794643.0,小巧精致的博物馆，可以带娃一去，只是现在还缺乏地理知识，年级再高些参观体验度会更好。只是现在盖章这项需要完成相应任务再去服务台换取盖章卡片，不能随意盖章了。有点点遗憾，也给了再去的理由？,/Date(1661349816000+0800)/,0,4.285,1,0,0,0,0,0,0,0,0
67,54264386.0,孩子很喜欢，非常涨知识！,/Date(1680683580000+0800)/,0,4.198,0,0,0,0,0,0,0,0,0
68,233438800.0,参加了元宵灯会活动，超赞,/Date(1678181193000+0800)/,0,3.896,0,0,0,0,0,0,0,0,0
69,11477116.0,每次路过都必看的宝藏地,/Date(1680847710000+0800)/,0,4.128,0,0,0,0,0,0,0,0,0
70,482159532.0,很专业的科普 用心的馆藏,/Date(1678666069000+0800)/,0,4.268,0,0,0,0,0,0,0,0,0
71,3217067.0,小朋友很喜欢，开阔视野,/Date(1676390954000+0800)/,0,4.278,0,0,0,0,0,0,0,0,0
72,38656520.0,是一个长知识的好地方。,/Date(1676100329000+0800)/,0,3.016,0,0,0,0,0,0,0,0,0
73,327017026.0,好玩，有深度，有意思,/Date(1679365705000+0800)/,0,3.613,0,0,0,0,0,0,1,0,0
74,8268851.0,寓教于乐，孩子喜欢。,/Date(1675817886000+0800)/,0,3.35,0,0,0,0,0,0,0,0,0
75,1488488.0,很棒，游得非常开心。,/Date(1674474040000+0800)/,0,3.644,0,0,0,0,0,0,0,0,0
76,4555639.0,地质博物馆地方不大，预留出一个小时的时间就可以，如果租赁讲解器，那么时间可以增加一倍。建议给孩子租赁一个讲解器，不然就走马观花啥也记不住。,/Date(1673162455000+0800)/,0,4.263,0,2,0,0,0,0,0,0,0
77,22935800.0,一共四层，离西单不远，住在附近就去逛逛，可惜去的晚只逛了两层，后来疫情影响也没再去，以后再来吧，比较适合到孩子来学习一下地理知识,/Date(1673160707000+0800)/,0,4.244,0,0,0,0,0,0,0,0,0
78,38772623.0,地质馆看样子年代久远了，很多设施不好用了，虽然趣味性少了但是知识性还在，带大点的孩子去还是很受启发的。节假日去，人很多但很有序,/Date(1665010405000+0800)/,0,4.278,0,0,0,0,0,0,1,0,1
79,46820090.0,环境整洁干净，知识性趣味性，了解地质知识直观，服务好，地址位置好，免费停车，工作人员服务态度好，仔细认真讲解停车规则，点赞。,/Date(1673689755000+0800)/,0,4.286,4,1,0,1,0,0,1,0,0
80,370520824.0,去中国地质博物馆有多条线路公交车可以到。,/Date(1669423510000+0800)/,0,4.269,0,0,0,0,0,0,0,0,0
81,28604644.0,去中国地质博物馆有多条线路公交车到达。,/Date(1670851623000+0800)/,0,4.245,0,0,0,0,0,0,0,0,0
82,37834179.0,适合小朋友学习地质知识。,/Date(1675507955000+0800)/,0,4.253,0,0,0,0,0,0,0,0,0
83,328046.0,是地质研究院的辅楼 陈列展示丰富多彩 建议家长带娃来科普学习,/Date(1677996857000+0800)/,0,4.285,0,0,0,0,0,0,0,0,0
84,208184.0,准备疫情后再去一次了，适合带娃在不同的时候去，能学到不少东西！！！,/Date(1672133771000+0800)/,1,0.425,0,0,0,0,0,0,0,0,0
85,4764840.0,部分设备设施陈留，互动体验较少。,/Date(1674979897000+0800)/,0,1.45,0,0,0,0,0,0,0,0,2
86,119658636.0,没有停车地方，非常奇葩。自己单位有车不让进。不建议开车来。里面设施一般。趣味性太差。不过孩子们还算满意。,/Date(1680862704000+0800)/,0,-9.837,0,0,0,0,0,0,1,0,1
87,262683509.0,化石展厅的保安超级棒！自学了很多内容，给大家讲解！工作热情太赞了,/Date(1671874475000+0800)/,0,4.277,0,1,0,0,0,0,0,0,0
88,14186056.0,博物馆在西四，就在地铁站旁边，交通十分方便，尽量不要开车，在西四想找停车位比较难。是个比较老的楼，参观区域共有四层，没有电梯，上下只能走楼梯。一楼介绍地质构造的基本知识，二楼介绍各种矿石和宝石，三楼介绍古代生物，三楼还有一个恐龙与鸟的临时展厅，四楼是个介绍中国地质工作发展的临时展厅。展厅的面积不大，但是展品十分丰富，尤其是二楼各种各样的矿石和宝石简直琳琅满目，甚至还设计制作了各种矿石洞的仿真布景，还是比较震撼的。基本上都是家长带着小朋友来参观学习，今天还遇到了两拨学校组织的不同年龄段的学生，孩子们的求知欲都非常强，看得特别仔细。如果不是专业的地质工作者或者研究人员，只是普通游客来看个热闹，四层的展厅有一个多小时就可以参观完毕。博物馆旁边就是二友居西四包子铺，参观完了正好可以尝尝老字号。,/Date(1647563602000+0800)/,3,4.286,0,0,0,0,0,0,0,0,0
89,3414560.0,带孩子们去参观，内容少，不吸引参观者的兴趣。,/Date(1673963429000+0800)/,0,2.148,0,0,0,0,0,0,0,0,0
90,37495166.0,孩子可以在这么学到很多地质方面的知识，里面有好多层，从矿石、化石、宝石、翡翠、一应俱全。孩子玩的不亦乐乎，大人也能学到不少。,/Date(1673500549000+0800)/,0,4.286,0,0,0,0,0,0,1,0,0
91,3432264.0,在西四地理位置好。老的楼，比较简单。但展品丰富，值得去。参观一个小时可以完成。,/Date(1666411468000+0800)/,0,4.187,0,0,0,0,0,0,0,0,0
92,21805531.0,地方不大，值得逛两小时。,/Date(1673613590000+0800)/,0,-1.529,0,0,0,0,0,0,0,0,0
93,55593860.0,初二学生冬天游览好去处。,/Date(1673143488000+0800)/,0,3.844,0,0,0,0,0,0,0,0,0
94,155380614.0,超级喜欢的博物馆，孩子特别喜欢地质厅里的晶洞、珠宝厅里的绿松石、化石区的恐龙骨架，博物馆小而精致，还有历代领导人收集的资料及中国地质发展的历史,/Date(1661563337000+0800)/,0,4.286,0,0,0,0,0,0,0,0,0
95,288201001.0,一般般吧，亮点不是太多，感觉很老，尤其是讲解机，完全没必要租,/Date(1680007892000+0800)/,0,-1.988,0,1,0,0,0,0,0,0,0
96,94231660.0,不错不错不错不错吧！,/Date(1674135535000+0800)/,0,4.273,0,0,0,0,0,0,0,0,0
97,170154756.0,遛娃还可以，交通便利,/Date(1674004089000+0800)/,0,3.181,0,0,0,0,0,0,0,0,0
98,169111169.0,非常不错，种类丰富。,/Date(1673144828000+0800)/,0,2.741,0,0,0,0,0,0,0,0,0
99,3195663.0,非常好，学到很多知识,/Date(1672627939000+0800)/,0,3.999,0,0,0,0,0,0,0,0,0
100,78443980.0,中国地质博物馆是带小朋友开眼界的好去处，位置也很好交通便利。,/Date(1667431161000+0800)/,0,4.285,0,0,0,0,0,0,0,0,0
