,uid,comment,date,like,sorce,#服务方面#cnt,#导游方面#cnt,#人流方面#cnt,#景色方面#cnt,#价格方面#cnt,#饮食方面#cnt,#娱乐方面#cnt,#儿童方面#cnt,#设施方面#cnt
0,270199000.0,挺好玩的，十分不错，办了年卡，平常进去溜溜弯也挺好的，旋转木马和海盗船坐起来非常舒服，跟摇篮一样，过山车我玩了4个，第四个下来有点恶心想吐,/Date(1678033686000+0800)/,0,3.884,0,0,0,0,0,0,2,0,0
1,276577278.0,平日基本不用排队，只有香格里拉区的碰碰车拍了十几分钟。奥德赛激流勇进12点开，不用排队。燕子李三也不用提前占座，感觉还不错。遗憾的是雅鲁藏布大漂流没有开放。,/Date(1678784821000+0800)/,1,-9.851,0,0,2,0,0,0,0,0,0
2,105118576.0,特别好玩，当时去的时候也没有多少人排队时长不到1h也玩了很多项目超级放松以及解压，只要勇敢迈出第一步就不害怕了，希望大家多多来玩呀！,/Date(1673093255000+0800)/,1,3.919,0,0,1,0,0,0,4,0,1
3,267254166.0,项目很多，一天玩不过来。就这还在建设加备中，夏季项目没开设。最坑的就是郊区小火车，孩子上车就睡了，愣是睡到下车，一分钟没浪费！,/Date(1677413140000+0800)/,0,-9.994,0,0,0,0,0,0,1,0,2
4,400898164.0,好玩刺激的 ，项目很多  和朋友玩了一天顺便去吃海底捞，周围地方跟多，项目全服务态度很好。等待时间也不长，一票通用，就是离市区远。,/Date(1676007066000+0800)/,0,4.129,2,0,0,0,0,0,2,0,2
5,27539659.0,下午去的欢乐谷，人不多，热门项目排队15分钟，虽然有不少冬季不开的项目和正在检修的项目，那也足够玩了，孩子把能坐的过山车都坐了一遍，室内项目也有很多好玩的，推荐！,/Date(1676467650000+0800)/,0,4.191,0,0,2,0,0,0,2,0,4
6,260653417.0,超级喜欢北京欢乐谷，里面每个过山车都是我的爱，每次来北京玩必打卡！性价比超高，门票不贵，做为一个重度过山车爱好着，已打卡国内大部分过山车，北京欢乐谷真的很值得玩！以后来北京还会来z,/Date(1677497083000+0800)/,0,4.285,0,0,0,0,1,0,2,0,0
7,213440936.0,"美好的一天，十一月来刚刚好，人也不是很多，每个项目都能体验到，燕子李三真的惊艳到了，特效满满，还能有戏精一起参与，简直太棒了。
【景色】欢乐谷园区已经很久了，景色没的说的。
【趣味】园区内最不缺的就是趣味了，没有一个踩雷的项目。
【性价比】十一月来刚刚好，人不是很多，要不以前估计体验不完这些项目的。",/Date(1668478222000+0800)/,3,4.277,0,0,0,2,0,0,2,0,3
8,19332774.0,“读万卷书，行万里路”，和孩子一起旅行是一种学习方式，与其说陪孩子旅行，应该说是和孩子一起同行，一起互动，一起学习，在旅行过程中，我们能遇见不同的风景、体验更美好的人生，对自己的生命产生一种感恩，同时发现生命中最珍贵的东西，最终更加热爱这个世界。热爱旅行就是热爱生命、热爱生活的表现，希望更多人选择旅行，在旅行中学会过好自己的人生。,/Date(1676081711000+0800)/,0,4.286,0,0,0,1,0,0,0,0,0
9,2991166.0,北京欢乐谷是北京文化创意产业基地，新北京十六景，国家AAAA级旅游景区，玩就玩到开心，玩就玩到极致，玩到刺激脑仁断片，这就是欢乐谷。,/Date(1676010435000+0800)/,2,4.285,0,0,0,0,0,0,5,0,0
10,92566932.0,第N次打卡欢乐谷 日常夜场各种刷 不论亲子还是自己玩 每次来都很开心～  燕子李三 每次观看都不一样的震撼～不一样的体验～,/Date(1678586586000+0800)/,0,4.025,0,0,0,0,0,0,1,0,0
11,51533354.0,寒假带孩子去的，人虽然不多，但是过山车等很多项目中午前都不开，开了之后排队人也很多，否则也没啥可玩的，感觉一天没玩上几个项目,/Date(1675492098000+0800)/,0,-9.784,0,0,1,0,0,0,2,0,2
12,105860456.0,周中人很少，项目几乎不用排队，漂流排队时间最长。音乐过山车和水晶神翼最好玩。现在园内在装修，水晶神翼的入口在旋转木马那边。,/Date(1680771380000+0800)/,0,4.233,0,0,2,0,0,0,1,0,1
